transaction_id,customer_id,amount,payment_status,failure_reason,attempts,customer_type,previous_successes,days_since_failure,recovery_action,recovery_status,recovered_amount
TXN10046,CUST1234,8316.16,FAILED,AUTHENTICATION_FAILURE,1,LOYAL,21,2,CUSTOMER_PROMPT,FAILED,0.0
TXN10047,CUST1282,9748.25,FAILED,CARD_EXPIRED,2,RETURNING,6,12,CUSTOMER_PROMPT,SUCCESS,9748.25
TXN10048,CUST1216,13393.51,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,6,0,ESCALATE,ESCALATED,0.0
TXN10049,CUST1125,38327.25,FAILED,NETWORK_ERROR,2,RETURNING,7,9,RETRY,SUCCESS,38327.25
TXN10050,CUST1189,2090.82,FAILED,TEMPORARY_BANK_ERROR,1,RETURNING,9,6,RETRY,FAILED,0.0
TXN10051,CUST1148,919.4,FAILED,CARD_EXPIRED,1,NEW,1,12,CUSTOMER_PROMPT,SUCCESS,919.4
TXN10052,CUST1000,46764.63,FAILED,AUTHENTICATION_FAILURE,1,RETURNING,2,0,CUSTOMER_PROMPT,FAILED,0.0
TXN10053,CUST1155,1328.6,FAILED,UNKNOWN,4,LOYAL,17,5,ESCALATE,ESCALATED,0.0
TXN10054,CUST1144,3357.27,FAILED,UNKNOWN,4,NEW,0,10,ESCALATE,ESCALATED,0.0
TXN10055,CUST1009,702.57,FAILED,CARD_EXPIRED,2,NEW,2,2,CUSTOMER_PROMPT,FAILED,0.0
TXN10056,CUST1281,11808.75,FAILED,CARD_EXPIRED,4,RETURNING,7,14,ESCALATE,ESCALATED,0.0
TXN10057,CUST1005,884.6,FAILED,INSUFFICIENT_FUNDS,1,NEW,0,4,PAYMENT_LINK,SUCCESS,884.6
TXN10058,CUST1084,39996.43,FAILED,NETWORK_ERROR,2,RETURNING,6,9,RETRY,SUCCESS,39996.43
TXN10059,CUST1071,1009.98,FAILED,NETWORK_ERROR,4,NEW,0,1,ESCALATE,ESCALATED,0.0
TXN10060,CUST1250,29048.43,FAILED,CARD_EXPIRED,4,RETURNING,5,4,ESCALATE,ESCALATED,0.0
TXN10061,CUST1251,11151.31,FAILED,NETWORK_ERROR,3,RETURNING,7,6,ESCALATE,ESCALATED,0.0
TXN10062,CUST1029,35465.77,FAILED,NETWORK_ERROR,1,RETURNING,8,5,RETRY,SUCCESS,35465.77
TXN10063,CUST1261,8898.05,FAILED,NETWORK_ERROR,4,LOYAL,17,7,ESCALATE,RECOVERED,8898.05
TXN10064,CUST1007,35336.03,FAILED,INSUFFICIENT_FUNDS,4,NEW,0,14,ESCALATE,ESCALATED,0.0
TXN10065,CUST1004,26466.45,FAILED,TEMPORARY_BANK_ERROR,2,RETURNING,9,2,RETRY,SUCCESS,26466.45
TXN10066,CUST1217,4780.61,FAILED,INSUFFICIENT_FUNDS,2,NEW,0,1,PAYMENT_LINK,SUCCESS,4780.61
TXN10067,CUST1291,1441.71,FAILED,CARD_EXPIRED,3,RETURNING,9,12,ESCALATE,RECOVERED,1441.71
TXN10068,CUST1215,17380.84,FAILED,AUTHENTICATION_FAILURE,2,RETURNING,9,11,CUSTOMER_PROMPT,FAILED,0.0
TXN10069,CUST1273,15909.56,FAILED,CARD_EXPIRED,3,RETURNING,8,14,ESCALATE,ESCALATED,0.0
TXN10070,CUST1125,1004.34,FAILED,TEMPORARY_BANK_ERROR,1,RETURNING,5,0,RETRY,SUCCESS,1004.34
TXN10071,CUST1110,9123.33,FAILED,AUTHENTICATION_FAILURE,4,RETURNING,6,14,ESCALATE,ESCALATED,0.0
TXN10072,CUST1228,1540.79,FAILED,NETWORK_ERROR,2,RETURNING,5,10,RETRY,SUCCESS,1540.79
TXN10073,CUST1136,2060.27,FAILED,TEMPORARY_BANK_ERROR,2,NEW,1,13,RETRY,SUCCESS,2060.27
TXN10074,CUST1093,26415.87,FAILED,UNKNOWN,4,LOYAL,27,14,ESCALATE,ESCALATED,0.0
TXN10075,CUST1117,47175.04,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,3,4,ESCALATE,ESCALATED,0.0
TXN10076,CUST1258,39449.89,FAILED,INSUFFICIENT_FUNDS,1,RETURNING,7,13,PAYMENT_LINK,SUCCESS,39449.89
TXN10077,CUST1100,15376.59,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,3,3,PAYMENT_LINK,SUCCESS,15376.59
TXN10078,CUST1136,2933.45,FAILED,TEMPORARY_BANK_ERROR,1,RETURNING,7,13,RETRY,FAILED,0.0
TXN10079,CUST1285,5033.45,FAILED,TEMPORARY_BANK_ERROR,1,NEW,0,4,RETRY,SUCCESS,5033.45
TXN10080,CUST1294,3491.05,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,5,8,PAYMENT_LINK,FAILED,0.0
TXN10081,CUST1103,1483.81,FAILED,AUTHENTICATION_FAILURE,1,RETURNING,8,0,CUSTOMER_PROMPT,SUCCESS,1483.81
TXN10082,CUST1288,27261.13,FAILED,NETWORK_ERROR,4,RETURNING,9,14,ESCALATE,ESCALATED,0.0
TXN10083,CUST1085,9150.25,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,6,0,ESCALATE,ESCALATED,0.0
TXN10084,CUST1156,5951.36,FAILED,CARD_EXPIRED,4,LOYAL,22,3,ESCALATE,ESCALATED,0.0
TXN10085,CUST1282,1170.75,FAILED,AUTHENTICATION_FAILURE,4,RETURNING,8,3,ESCALATE,ESCALATED,0.0
TXN10086,CUST1140,3452.6,FAILED,INSUFFICIENT_FUNDS,2,NEW,2,10,PAYMENT_LINK,SUCCESS,3452.6
TXN10087,CUST1126,20240.62,FAILED,UNKNOWN,1,LOYAL,11,7,REMINDER,SUCCESS,20240.62
TXN10088,CUST1100,6609.73,FAILED,UNKNOWN,2,NEW,1,10,REMINDER,FAILED,0.0
TXN10089,CUST1136,1971.71,FAILED,AUTHENTICATION_FAILURE,4,RETURNING,7,14,ESCALATE,ESCALATED,0.0
TXN10090,CUST1016,34148.86,FAILED,CARD_EXPIRED,2,RETURNING,2,1,CUSTOMER_PROMPT,FAILED,0.0
TXN10091,CUST1284,2262.74,FAILED,TEMPORARY_BANK_ERROR,1,NEW,2,7,RETRY,SUCCESS,2262.74
TXN10092,CUST1062,1244.06,FAILED,UNKNOWN,1,RETURNING,2,3,REMINDER,FAILED,0.0
TXN10093,CUST1284,1993.37,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,4,13,ESCALATE,ESCALATED,0.0
TXN10094,CUST1112,43462.59,FAILED,NETWORK_ERROR,2,NEW,1,1,RETRY,FAILED,0.0
TXN10095,CUST1161,920.37,FAILED,UNKNOWN,4,RETURNING,8,9,ESCALATE,ESCALATED,0.0
TXN10096,CUST1254,2203.07,FAILED,TEMPORARY_BANK_ERROR,3,LOYAL,15,2,ESCALATE,ESCALATED,0.0
TXN10097,CUST1119,41996.64,FAILED,NETWORK_ERROR,3,LOYAL,22,7,ESCALATE,ESCALATED,0.0
TXN10098,CUST1160,9700.23,FAILED,INSUFFICIENT_FUNDS,2,NEW,2,6,PAYMENT_LINK,FAILED,0.0
TXN10099,CUST1194,573.2,FAILED,UNKNOWN,1,RETURNING,3,3,REMINDER,SUCCESS,573.2
TXN10100,CUST1279,4144.24,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,2,2,ESCALATE,ESCALATED,0.0
TXN10101,CUST1236,49414.69,FAILED,AUTHENTICATION_FAILURE,1,RETURNING,2,13,CUSTOMER_PROMPT,FAILED,0.0
TXN10102,CUST1127,3743.97,FAILED,NETWORK_ERROR,1,LOYAL,20,10,RETRY,FAILED,0.0
TXN10103,CUST1026,410.95,FAILED,CARD_EXPIRED,3,RETURNING,7,4,ESCALATE,RECOVERED,410.95
TXN10104,CUST1189,1819.03,FAILED,AUTHENTICATION_FAILURE,1,RETURNING,8,9,CUSTOMER_PROMPT,FAILED,0.0
TXN10105,CUST1295,16651.33,FAILED,AUTHENTICATION_FAILURE,2,NEW,0,12,CUSTOMER_PROMPT,FAILED,0.0
TXN10106,CUST1249,38861.31,FAILED,UNKNOWN,2,LOYAL,22,4,REMINDER,FAILED,0.0
TXN10107,CUST1072,33803.12,FAILED,TEMPORARY_BANK_ERROR,1,LOYAL,20,9,RETRY,SUCCESS,33803.12
TXN10108,CUST1171,29819.65,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,2,1,ESCALATE,ESCALATED,0.0
TXN10109,CUST1011,1940.86,FAILED,UNKNOWN,1,NEW,2,9,REMINDER,FAILED,0.0
TXN10110,CUST1088,1174.42,FAILED,NETWORK_ERROR,2,RETURNING,6,7,RETRY,SUCCESS,1174.42
TXN10111,CUST1085,7544.71,FAILED,AUTHENTICATION_FAILURE,1,NEW,1,6,CUSTOMER_PROMPT,FAILED,0.0
TXN10112,CUST1102,1846.88,FAILED,INSUFFICIENT_FUNDS,1,NEW,1,1,PAYMENT_LINK,FAILED,0.0
TXN10113,CUST1038,265.61,FAILED,AUTHENTICATION_FAILURE,2,NEW,0,6,CUSTOMER_PROMPT,FAILED,0.0
TXN10114,CUST1226,766.52,FAILED,CARD_EXPIRED,2,RETURNING,2,11,CUSTOMER_PROMPT,SUCCESS,766.52
TXN10115,CUST1244,1765.18,FAILED,NETWORK_ERROR,3,RETURNING,9,13,ESCALATE,ESCALATED,0.0
TXN10116,CUST1176,1062.61,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,2,4,ESCALATE,ESCALATED,0.0
TXN10117,CUST1139,4836.62,FAILED,INSUFFICIENT_FUNDS,1,NEW,0,13,PAYMENT_LINK,SUCCESS,4836.62
TXN10118,CUST1198,8383.12,FAILED,AUTHENTICATION_FAILURE,2,LOYAL,21,12,CUSTOMER_PROMPT,FAILED,0.0
TXN10119,CUST1217,47709.27,FAILED,AUTHENTICATION_FAILURE,2,NEW,2,10,CUSTOMER_PROMPT,SUCCESS,47709.27
TXN10120,CUST1240,265.12,FAILED,TEMPORARY_BANK_ERROR,1,NEW,2,2,RETRY,FAILED,0.0
TXN10121,CUST1088,5169.54,FAILED,CARD_EXPIRED,2,LOYAL,10,12,CUSTOMER_PROMPT,SUCCESS,5169.54
TXN10122,CUST1169,1266.29,FAILED,TEMPORARY_BANK_ERROR,1,RETURNING,4,2,RETRY,FAILED,0.0
TXN10123,CUST1089,32034.29,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,5,10,ESCALATE,ESCALATED,0.0
TXN10124,CUST1185,1157.68,FAILED,AUTHENTICATION_FAILURE,4,LOYAL,25,13,ESCALATE,ESCALATED,0.0
TXN10125,CUST1058,1227.37,FAILED,AUTHENTICATION_FAILURE,4,RETURNING,7,7,ESCALATE,ESCALATED,0.0
TXN10126,CUST1234,1760.13,FAILED,AUTHENTICATION_FAILURE,2,LOYAL,11,11,CUSTOMER_PROMPT,SUCCESS,1760.13
TXN10127,CUST1257,5723.29,FAILED,TEMPORARY_BANK_ERROR,3,NEW,2,14,ESCALATE,RECOVERED,5723.29
TXN10128,CUST1162,1696.84,FAILED,AUTHENTICATION_FAILURE,4,RETURNING,2,14,ESCALATE,ESCALATED,0.0
TXN10129,CUST1241,430.21,FAILED,UNKNOWN,1,LOYAL,22,5,REMINDER,FAILED,0.0
TXN10130,CUST1269,1904.14,FAILED,TEMPORARY_BANK_ERROR,4,RETURNING,2,10,ESCALATE,ESCALATED,0.0
TXN10131,CUST1078,39986.07,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,5,0,ESCALATE,ESCALATED,0.0
TXN10132,CUST1270,4019.82,FAILED,UNKNOWN,3,RETURNING,6,12,ESCALATE,ESCALATED,0.0
TXN10133,CUST1235,7548.76,FAILED,NETWORK_ERROR,3,RETURNING,5,2,ESCALATE,ESCALATED,0.0
TXN10134,CUST1057,255.34,FAILED,NETWORK_ERROR,1,RETURNING,7,2,RETRY,SUCCESS,255.34
TXN10135,CUST1144,1808.38,FAILED,AUTHENTICATION_FAILURE,4,RETURNING,5,10,ESCALATE,ESCALATED,0.0
TXN10136,CUST1045,3229.11,FAILED,NETWORK_ERROR,4,RETURNING,4,4,ESCALATE,ESCALATED,0.0
TXN10137,CUST1213,2009.85,FAILED,AUTHENTICATION_FAILURE,4,RETURNING,5,8,ESCALATE,ESCALATED,0.0
TXN10138,CUST1094,41902.36,FAILED,TEMPORARY_BANK_ERROR,2,LOYAL,24,13,RETRY,SUCCESS,41902.36
TXN10139,CUST1045,7255.21,FAILED,AUTHENTICATION_FAILURE,4,LOYAL,18,8,ESCALATE,ESCALATED,0.0
TXN10140,CUST1232,455.49,FAILED,UNKNOWN,1,RETURNING,9,1,REMINDER,FAILED,0.0
TXN10141,CUST1105,2265.59,FAILED,AUTHENTICATION_FAILURE,2,RETURNING,7,9,CUSTOMER_PROMPT,FAILED,0.0
TXN10142,CUST1203,35457.21,FAILED,UNKNOWN,3,LOYAL,16,14,ESCALATE,ESCALATED,0.0
TXN10143,CUST1021,7711.98,FAILED,TEMPORARY_BANK_ERROR,4,RETURNING,8,3,ESCALATE,ESCALATED,0.0
TXN10144,CUST1242,7147.98,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,3,11,ESCALATE,ESCALATED,0.0
TXN10145,CUST1210,593.59,FAILED,TEMPORARY_BANK_ERROR,4,RETURNING,8,1,ESCALATE,RECOVERED,593.59
TXN10146,CUST1212,48991.73,FAILED,NETWORK_ERROR,1,NEW,2,5,RETRY,SUCCESS,48991.73
TXN10147,CUST1116,7940.91,FAILED,CARD_EXPIRED,4,LOYAL,25,8,ESCALATE,ESCALATED,0.0
TXN10148,CUST1236,6848.9,FAILED,AUTHENTICATION_FAILURE,2,RETURNING,4,12,CUSTOMER_PROMPT,SUCCESS,6848.9
TXN10149,CUST1001,8687.15,FAILED,AUTHENTICATION_FAILURE,2,RETURNING,9,11,CUSTOMER_PROMPT,FAILED,0.0
TXN10150,CUST1129,8834.23,FAILED,INSUFFICIENT_FUNDS,4,NEW,0,6,ESCALATE,ESCALATED,0.0
TXN10151,CUST1286,7216.33,FAILED,INSUFFICIENT_FUNDS,4,LOYAL,12,11,ESCALATE,ESCALATED,0.0
TXN10152,CUST1170,2587.9,FAILED,CARD_EXPIRED,1,RETURNING,5,4,CUSTOMER_PROMPT,SUCCESS,2587.9
TXN10153,CUST1043,1906.45,FAILED,NETWORK_ERROR,1,RETURNING,8,0,RETRY,FAILED,0.0
TXN10154,CUST1281,32325.61,FAILED,UNKNOWN,1,NEW,1,14,REMINDER,SUCCESS,32325.61
TXN10155,CUST1180,269.82,FAILED,AUTHENTICATION_FAILURE,2,NEW,0,11,CUSTOMER_PROMPT,SUCCESS,269.82
TXN10156,CUST1293,1062.81,FAILED,AUTHENTICATION_FAILURE,4,RETURNING,2,14,ESCALATE,ESCALATED,0.0
TXN10157,CUST1156,2239.76,FAILED,TEMPORARY_BANK_ERROR,1,NEW,2,0,RETRY,FAILED,0.0
TXN10158,CUST1144,8944.27,FAILED,UNKNOWN,2,RETURNING,8,13,REMINDER,FAILED,0.0
TXN10159,CUST1141,40740.77,FAILED,UNKNOWN,1,LOYAL,21,2,REMINDER,FAILED,0.0
TXN10160,CUST1268,7209.21,FAILED,INSUFFICIENT_FUNDS,1,LOYAL,13,8,PAYMENT_LINK,FAILED,0.0
TXN10161,CUST1278,6535.56,FAILED,UNKNOWN,3,RETURNING,7,5,ESCALATE,ESCALATED,0.0
TXN10162,CUST1092,8541.86,FAILED,INSUFFICIENT_FUNDS,4,RETURNING,6,9,ESCALATE,ESCALATED,0.0
TXN10163,CUST1264,3900.12,FAILED,TEMPORARY_BANK_ERROR,2,NEW,2,9,RETRY,FAILED,0.0
TXN10164,CUST1227,8905.81,FAILED,TEMPORARY_BANK_ERROR,4,LOYAL,19,4,ESCALATE,ESCALATED,0.0
TXN10165,CUST1116,8118.3,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,4,10,ESCALATE,RECOVERED,8118.3
TXN10166,CUST1051,47081.38,FAILED,INSUFFICIENT_FUNDS,2,NEW,0,13,PAYMENT_LINK,FAILED,0.0
TXN10167,CUST1262,9435.92,FAILED,INSUFFICIENT_FUNDS,1,RETURNING,3,3,PAYMENT_LINK,FAILED,0.0
TXN10168,CUST1262,31006.54,FAILED,AUTHENTICATION_FAILURE,2,RETURNING,2,7,CUSTOMER_PROMPT,FAILED,0.0
TXN10169,CUST1008,31059.97,FAILED,CARD_EXPIRED,2,LOYAL,29,11,CUSTOMER_PROMPT,SUCCESS,31059.97
TXN10170,CUST1151,3398.01,FAILED,AUTHENTICATION_FAILURE,3,LOYAL,23,4,ESCALATE,ESCALATED,0.0
TXN10171,CUST1107,5389.48,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,3,4,PAYMENT_LINK,SUCCESS,5389.48
TXN10172,CUST1076,1752.03,FAILED,TEMPORARY_BANK_ERROR,3,RETURNING,5,9,ESCALATE,ESCALATED,0.0
TXN10173,CUST1240,49511.42,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,3,12,PAYMENT_LINK,FAILED,0.0
TXN10174,CUST1163,4728.38,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,9,3,PAYMENT_LINK,SUCCESS,4728.38
TXN10175,CUST1026,544.36,FAILED,AUTHENTICATION_FAILURE,2,RETURNING,6,11,CUSTOMER_PROMPT,FAILED,0.0
TXN10176,CUST1171,33712.48,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,6,5,PAYMENT_LINK,SUCCESS,33712.48
TXN10177,CUST1286,6461.71,FAILED,AUTHENTICATION_FAILURE,4,RETURNING,7,4,ESCALATE,ESCALATED,0.0
TXN10178,CUST1002,3363.65,FAILED,TEMPORARY_BANK_ERROR,4,RETURNING,9,11,ESCALATE,ESCALATED,0.0
TXN10179,CUST1083,3876.9,FAILED,NETWORK_ERROR,1,LOYAL,15,8,RETRY,FAILED,0.0
TXN10180,CUST1150,1321.45,FAILED,NETWORK_ERROR,2,RETURNING,5,12,RETRY,SUCCESS,1321.45
TXN10181,CUST1195,13505.71,FAILED,INSUFFICIENT_FUNDS,4,NEW,0,13,ESCALATE,ESCALATED,0.0
TXN10182,CUST1165,41451.04,FAILED,INSUFFICIENT_FUNDS,4,LOYAL,12,14,ESCALATE,ESCALATED,0.0
TXN10183,CUST1162,5044.61,FAILED,NETWORK_ERROR,4,RETURNING,4,13,ESCALATE,ESCALATED,0.0
TXN10184,CUST1094,7558.91,FAILED,AUTHENTICATION_FAILURE,1,RETURNING,2,5,CUSTOMER_PROMPT,SUCCESS,7558.91
TXN10185,CUST1024,1075.71,FAILED,INSUFFICIENT_FUNDS,1,RETURNING,4,12,PAYMENT_LINK,SUCCESS,1075.71
TXN10186,CUST1042,617.59,FAILED,INSUFFICIENT_FUNDS,4,LOYAL,27,14,ESCALATE,ESCALATED,0.0
TXN10187,CUST1252,16080.99,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,3,13,PAYMENT_LINK,FAILED,0.0
TXN10188,CUST1251,1314.1,FAILED,NETWORK_ERROR,2,NEW,0,2,RETRY,SUCCESS,1314.1
TXN10189,CUST1177,1311.49,FAILED,TEMPORARY_BANK_ERROR,4,RETURNING,5,11,ESCALATE,ESCALATED,0.0
TXN10190,CUST1085,434.28,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,4,6,PAYMENT_LINK,FAILED,0.0
TXN10191,CUST1064,1933.88,FAILED,AUTHENTICATION_FAILURE,3,NEW,2,9,ESCALATE,ESCALATED,0.0
TXN10192,CUST1190,781.3,FAILED,TEMPORARY_BANK_ERROR,1,LOYAL,20,2,RETRY,SUCCESS,781.3
TXN10193,CUST1041,4127.89,FAILED,AUTHENTICATION_FAILURE,1,NEW,1,12,CUSTOMER_PROMPT,FAILED,0.0
TXN10194,CUST1241,1612.03,FAILED,NETWORK_ERROR,4,RETURNING,2,12,ESCALATE,ESCALATED,0.0
TXN10195,CUST1172,28459.1,FAILED,CARD_EXPIRED,4,RETURNING,9,0,ESCALATE,ESCALATED,0.0
TXN10196,CUST1151,469.3,FAILED,NETWORK_ERROR,1,NEW,0,12,RETRY,FAILED,0.0
TXN10197,CUST1050,25503.81,FAILED,UNKNOWN,3,RETURNING,4,6,ESCALATE,ESCALATED,0.0
TXN10198,CUST1048,2787.07,FAILED,INSUFFICIENT_FUNDS,4,NEW,0,7,ESCALATE,ESCALATED,0.0
TXN10199,CUST1257,658.74,FAILED,CARD_EXPIRED,2,RETURNING,7,4,CUSTOMER_PROMPT,SUCCESS,658.74
TXN10200,CUST1123,6658.8,FAILED,TEMPORARY_BANK_ERROR,2,NEW,2,6,RETRY,SUCCESS,6658.8
TXN10201,CUST1031,898.58,FAILED,CARD_EXPIRED,4,RETURNING,4,4,ESCALATE,ESCALATED,0.0
TXN10202,CUST1237,20337.26,FAILED,TEMPORARY_BANK_ERROR,2,RETURNING,6,7,RETRY,FAILED,0.0
TXN10203,CUST1028,7248.64,FAILED,UNKNOWN,1,RETURNING,2,12,REMINDER,SUCCESS,7248.64
TXN10204,CUST1183,48605.19,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,9,10,PAYMENT_LINK,FAILED,0.0
TXN10205,CUST1185,2847.34,FAILED,CARD_EXPIRED,1,LOYAL,22,14,CUSTOMER_PROMPT,SUCCESS,2847.34
TXN10206,CUST1009,215.8,FAILED,INSUFFICIENT_FUNDS,2,RETURNING,4,1,PAYMENT_LINK,SUCCESS,215.8
TXN10207,CUST1053,8520.13,FAILED,AUTHENTICATION_FAILURE,4,RETURNING,6,5,ESCALATE,ESCALATED,0.0
TXN10208,CUST1210,1697.82,FAILED,NETWORK_ERROR,3,RETURNING,4,6,ESCALATE,ESCALATED,0.0
