timestamp,transaction_id,customer_id,amount_at_risk,failure_reason,attempts,customer_type,recovery_score,recovery_risk,priority_score,priority,recommended_action,recovery_status,recovered_amount,customer_message,audit_status
2026-08-27T21:42:54,TXN10010,CUST1240,11617.34,INSUFFICIENT_FUNDS,3,RETURNING,20,LOW,55,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹11,617.34 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10011,CUST1186,46302.66,NETWORK_ERROR,4,RETURNING,45,MEDIUM,70,HIGH,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹46,302.66 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10012,CUST1127,9042.86,INSUFFICIENT_FUNDS,4,RETURNING,20,LOW,45,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹9,042.86 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10013,CUST1197,1652.39,INSUFFICIENT_FUNDS,4,RETURNING,15,LOW,30,LOW,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹1,652.39 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10014,CUST1112,18884.31,UNKNOWN,2,RETURNING,70,HIGH,70,HIGH,REMINDER,FAILED,0.0,"Hi Customer 1112, this is a reminder regarding your pending payment of ₹18,884.31. Please complete the payment at your convenience.",RECORDED
2026-08-27T21:42:54,TXN10015,CUST1001,19875.04,TEMPORARY_BANK_ERROR,4,RETURNING,60,MEDIUM,75,HIGH,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹19,875.04 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10016,CUST1246,1103.82,TEMPORARY_BANK_ERROR,4,RETURNING,40,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹1,103.82 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10017,CUST1239,19505.5,NETWORK_ERROR,2,LOYAL,100,HIGH,80,HIGH,RETRY,FAILED,0.0,"Hi Customer 1239, your payment of ₹19,505.50 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10018,CUST1198,1636.02,TEMPORARY_BANK_ERROR,3,LOYAL,55,MEDIUM,50,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹1,636.02 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10019,CUST1297,7526.81,INSUFFICIENT_FUNDS,1,LOYAL,85,HIGH,80,HIGH,PAYMENT_LINK,RECOVERED,7526.81,"Hi Customer 1297, your payment of ₹7,526.81 could not be completed. You can complete your payment using the secure payment link provided.",RECORDED
2026-08-27T21:42:54,TXN10020,CUST1036,663.29,TEMPORARY_BANK_ERROR,4,RETURNING,35,LOW,30,LOW,STOP_AND_ESCALATE,ESCALATED,0.0,Payment recovery for ₹663.29 has been paused after multiple unsuccessful attempts. Our support team will review the case.,RECORDED
2026-08-27T21:42:54,TXN10021,CUST1115,21154.85,CARD_EXPIRED,2,RETURNING,55,MEDIUM,65,MEDIUM,CUSTOMER_PROMPT,RECOVERED,21154.85,"Hi Customer 1115, your payment of ₹21,154.85 needs your attention. Please verify your payment details and try again.",RECORDED
2026-08-27T21:42:54,TXN10022,CUST1193,3292.87,UNKNOWN,1,NEW,40,MEDIUM,30,LOW,REMINDER,RECOVERED,3292.87,"Hi Customer 1193, this is a reminder regarding your pending payment of ₹3,292.87. Please complete the payment at your convenience.",RECORDED
2026-08-27T21:42:54,TXN10023,CUST1134,1444.41,INSUFFICIENT_FUNDS,4,NEW,20,LOW,30,LOW,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹1,444.41 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10024,CUST1050,31701.61,INSUFFICIENT_FUNDS,2,RETURNING,65,MEDIUM,75,HIGH,PAYMENT_LINK,RECOVERED,31701.61,"Hi Customer 1050, your payment of ₹31,701.61 could not be completed. You can complete your payment using the secure payment link provided.",RECORDED
2026-08-27T21:42:54,TXN10025,CUST1146,7048.48,AUTHENTICATION_FAILURE,1,RETURNING,45,MEDIUM,50,MEDIUM,CUSTOMER_PROMPT,FAILED,0.0,"Hi Customer 1146, your payment of ₹7,048.48 needs your attention. Please verify your payment details and try again.",RECORDED
2026-08-27T21:42:54,TXN10026,CUST1180,8147.66,CARD_EXPIRED,4,LOYAL,30,LOW,55,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹8,147.66 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10027,CUST1222,1229.13,INSUFFICIENT_FUNDS,3,RETURNING,40,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹1,229.13 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10028,CUST1272,9439.2,INSUFFICIENT_FUNDS,3,RETURNING,20,LOW,45,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹9,439.20 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10029,CUST1035,38356.44,INSUFFICIENT_FUNDS,2,RETURNING,50,MEDIUM,70,HIGH,PAYMENT_LINK,RECOVERED,38356.44,"Hi Customer 1035, your payment of ₹38,356.44 could not be completed. You can complete your payment using the secure payment link provided.",RECORDED
2026-08-27T21:42:54,TXN10030,CUST1050,7199.06,INSUFFICIENT_FUNDS,2,LOYAL,75,HIGH,70,HIGH,PAYMENT_LINK,RECOVERED,7199.06,"Hi Customer 1050, your payment of ₹7,199.06 could not be completed. You can complete your payment using the secure payment link provided.",RECORDED
2026-08-27T21:42:54,TXN10031,CUST1100,6340.61,TEMPORARY_BANK_ERROR,2,LOYAL,80,HIGH,65,MEDIUM,RETRY,FAILED,0.0,"Hi Customer 1100, your payment of ₹6,340.61 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10032,CUST1143,1139.04,TEMPORARY_BANK_ERROR,4,RETURNING,40,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹1,139.04 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10033,CUST1116,1955.53,INSUFFICIENT_FUNDS,3,RETURNING,15,LOW,30,LOW,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹1,955.53 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10034,CUST1088,344.57,INSUFFICIENT_FUNDS,4,NEW,5,LOW,15,LOW,STOP_AND_ESCALATE,ESCALATED,0.0,Payment recovery for ₹344.57 has been paused after multiple unsuccessful attempts. Our support team will review the case.,RECORDED
2026-08-27T21:42:54,TXN10035,CUST1143,48194.61,AUTHENTICATION_FAILURE,3,RETURNING,40,MEDIUM,85,HIGH,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹48,194.61 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10036,CUST1217,484.56,CARD_EXPIRED,4,NEW,15,LOW,20,LOW,STOP_AND_ESCALATE,ESCALATED,0.0,Payment recovery for ₹484.56 has been paused after multiple unsuccessful attempts. Our support team will review the case.,RECORDED
2026-08-27T21:42:54,TXN10037,CUST1179,8454.5,TEMPORARY_BANK_ERROR,2,RETURNING,80,HIGH,60,MEDIUM,RETRY,RECOVERED,8454.5,"Hi Customer 1179, your payment of ₹8,454.50 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10038,CUST1159,873.3,TEMPORARY_BANK_ERROR,4,RETURNING,55,MEDIUM,40,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,Payment recovery for ₹873.30 has been paused after multiple unsuccessful attempts. Our support team will review the case.,RECORDED
2026-08-27T21:42:54,TXN10039,CUST1167,1891.41,CARD_EXPIRED,4,RETURNING,30,LOW,50,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹1,891.41 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10040,CUST1263,12774.45,TEMPORARY_BANK_ERROR,3,RETURNING,60,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹12,774.45 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10041,CUST1216,23624.98,NETWORK_ERROR,2,RETURNING,70,HIGH,65,MEDIUM,RETRY,RECOVERED,23624.98,"Hi Customer 1216, your payment of ₹23,624.98 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10042,CUST1095,1645.27,UNKNOWN,4,RETURNING,35,LOW,40,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹1,645.27 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10043,CUST1061,812.45,NETWORK_ERROR,1,RETURNING,70,HIGH,40,MEDIUM,RETRY,RECOVERED,812.45,"Hi Customer 1061, your payment of ₹812.45 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10044,CUST1283,21905.41,UNKNOWN,3,RETURNING,30,LOW,55,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹21,905.41 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10045,CUST1052,32937.52,INSUFFICIENT_FUNDS,1,NEW,55,MEDIUM,65,MEDIUM,PAYMENT_LINK,FAILED,0.0,"Hi Customer 1052, your payment of ₹32,937.52 could not be completed. You can complete your payment using the secure payment link provided.",RECORDED
2026-08-27T21:42:54,TXN10046,CUST1234,8316.16,AUTHENTICATION_FAILURE,1,LOYAL,80,HIGH,80,HIGH,CUSTOMER_PROMPT,RECOVERED,8316.16,"Hi Customer 1234, your payment of ₹8,316.16 needs your attention. Please verify your payment details and try again.",RECORDED
2026-08-27T21:42:54,TXN10047,CUST1282,9748.25,CARD_EXPIRED,2,RETURNING,40,MEDIUM,50,MEDIUM,CUSTOMER_PROMPT,FAILED,0.0,"Hi Customer 1282, your payment of ₹9,748.25 needs your attention. Please verify your payment details and try again.",RECORDED
2026-08-27T21:42:54,TXN10048,CUST1216,13393.51,INSUFFICIENT_FUNDS,4,RETURNING,45,MEDIUM,75,HIGH,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹13,393.51 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10049,CUST1125,38327.25,NETWORK_ERROR,2,RETURNING,70,HIGH,75,HIGH,RETRY,FAILED,0.0,"Hi Customer 1125, your payment of ₹38,327.25 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10050,CUST1189,2090.82,TEMPORARY_BANK_ERROR,1,RETURNING,85,HIGH,50,MEDIUM,RETRY,RECOVERED,2090.82,"Hi Customer 1189, your payment of ₹2,090.82 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10051,CUST1148,919.4,CARD_EXPIRED,1,NEW,30,LOW,20,LOW,CUSTOMER_PROMPT,RECOVERED,919.4,"Hi Customer 1148, your payment of ₹919.40 needs your attention. Please verify your payment details and try again.",RECORDED
2026-08-27T21:42:54,TXN10052,CUST1000,46764.63,AUTHENTICATION_FAILURE,1,RETURNING,65,MEDIUM,85,HIGH,CUSTOMER_PROMPT,FAILED,0.0,"Hi Customer 1000, your payment of ₹46,764.63 needs your attention. Please verify your payment details and try again.",RECORDED
2026-08-27T21:42:54,TXN10053,CUST1155,1328.6,UNKNOWN,4,LOYAL,55,MEDIUM,55,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹1,328.60 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10054,CUST1144,3357.27,UNKNOWN,4,NEW,10,LOW,20,LOW,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹3,357.27 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10055,CUST1009,702.57,CARD_EXPIRED,2,NEW,45,MEDIUM,40,MEDIUM,CUSTOMER_PROMPT,RECOVERED,702.57,"Hi Customer 1009, your payment of ₹702.57 needs your attention. Please verify your payment details and try again.",RECORDED
2026-08-27T21:42:54,TXN10056,CUST1281,11808.75,CARD_EXPIRED,4,RETURNING,20,LOW,55,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹11,808.75 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10057,CUST1005,884.6,INSUFFICIENT_FUNDS,1,NEW,50,MEDIUM,30,LOW,PAYMENT_LINK,RECOVERED,884.6,"Hi Customer 1005, your payment of ₹884.60 could not be completed. You can complete your payment using the secure payment link provided.",RECORDED
2026-08-27T21:42:54,TXN10058,CUST1084,39996.43,NETWORK_ERROR,2,RETURNING,70,HIGH,75,HIGH,RETRY,RECOVERED,39996.43,"Hi Customer 1084, your payment of ₹39,996.43 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10059,CUST1071,1009.98,NETWORK_ERROR,4,NEW,45,MEDIUM,45,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹1,009.98 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10060,CUST1250,29048.43,CARD_EXPIRED,4,RETURNING,35,LOW,70,HIGH,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹29,048.43 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10061,CUST1251,11151.31,NETWORK_ERROR,3,RETURNING,60,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹11,151.31 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10062,CUST1029,35465.77,NETWORK_ERROR,1,RETURNING,90,HIGH,80,HIGH,RETRY,FAILED,0.0,"Hi Customer 1029, your payment of ₹35,465.77 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10063,CUST1261,8898.05,NETWORK_ERROR,4,LOYAL,70,HIGH,70,HIGH,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹8,898.05 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10064,CUST1007,35336.03,INSUFFICIENT_FUNDS,4,NEW,10,LOW,50,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹35,336.03 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10065,CUST1004,26466.45,TEMPORARY_BANK_ERROR,2,RETURNING,90,HIGH,90,HIGH,RETRY,FAILED,0.0,"Hi Customer 1004, your payment of ₹26,466.45 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10066,CUST1217,4780.61,INSUFFICIENT_FUNDS,2,NEW,50,MEDIUM,45,MEDIUM,PAYMENT_LINK,FAILED,0.0,"Hi Customer 1217, your payment of ₹4,780.61 could not be completed. You can complete your payment using the secure payment link provided.",RECORDED
2026-08-27T21:42:54,TXN10067,CUST1291,1441.71,CARD_EXPIRED,3,RETURNING,15,LOW,30,LOW,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹1,441.71 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10068,CUST1215,17380.84,AUTHENTICATION_FAILURE,2,RETURNING,45,MEDIUM,60,MEDIUM,CUSTOMER_PROMPT,FAILED,0.0,"Hi Customer 1215, your payment of ₹17,380.84 needs your attention. Please verify your payment details and try again.",RECORDED
2026-08-27T21:42:54,TXN10069,CUST1273,15909.56,CARD_EXPIRED,3,RETURNING,20,LOW,55,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹15,909.56 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10070,CUST1125,1004.34,TEMPORARY_BANK_ERROR,1,RETURNING,90,HIGH,60,MEDIUM,RETRY,RECOVERED,1004.34,"Hi Customer 1125, your payment of ₹1,004.34 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10071,CUST1110,9123.33,AUTHENTICATION_FAILURE,4,RETURNING,15,LOW,40,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹9,123.33 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10072,CUST1228,1540.79,NETWORK_ERROR,2,RETURNING,65,MEDIUM,40,MEDIUM,RETRY,FAILED,0.0,"Hi Customer 1228, your payment of ₹1,540.79 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10073,CUST1136,2060.27,TEMPORARY_BANK_ERROR,2,NEW,50,MEDIUM,30,LOW,RETRY,RECOVERED,2060.27,"Hi Customer 1136, your payment of ₹2,060.27 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10074,CUST1093,26415.87,UNKNOWN,4,LOYAL,45,MEDIUM,80,HIGH,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹26,415.87 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10075,CUST1117,47175.04,INSUFFICIENT_FUNDS,4,RETURNING,35,LOW,70,HIGH,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹47,175.04 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10076,CUST1258,39449.89,INSUFFICIENT_FUNDS,1,RETURNING,55,MEDIUM,70,HIGH,PAYMENT_LINK,FAILED,0.0,"Hi Customer 1258, your payment of ₹39,449.89 could not be completed. You can complete your payment using the secure payment link provided.",RECORDED
2026-08-27T21:42:54,TXN10077,CUST1100,15376.59,INSUFFICIENT_FUNDS,2,RETURNING,60,MEDIUM,65,MEDIUM,PAYMENT_LINK,FAILED,0.0,"Hi Customer 1100, your payment of ₹15,376.59 could not be completed. You can complete your payment using the secure payment link provided.",RECORDED
2026-08-27T21:42:54,TXN10078,CUST1136,2933.45,TEMPORARY_BANK_ERROR,1,RETURNING,70,HIGH,45,MEDIUM,RETRY,FAILED,0.0,"Hi Customer 1136, your payment of ₹2,933.45 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10079,CUST1285,5033.45,TEMPORARY_BANK_ERROR,1,NEW,70,HIGH,50,MEDIUM,RETRY,FAILED,0.0,"Hi Customer 1285, your payment of ₹5,033.45 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10080,CUST1294,3491.05,INSUFFICIENT_FUNDS,2,RETURNING,45,MEDIUM,40,MEDIUM,PAYMENT_LINK,FAILED,0.0,"Hi Customer 1294, your payment of ₹3,491.05 could not be completed. You can complete your payment using the secure payment link provided.",RECORDED
2026-08-27T21:42:54,TXN10081,CUST1103,1483.81,AUTHENTICATION_FAILURE,1,RETURNING,65,MEDIUM,55,MEDIUM,CUSTOMER_PROMPT,FAILED,0.0,"Hi Customer 1103, your payment of ₹1,483.81 needs your attention. Please verify your payment details and try again.",RECORDED
2026-08-27T21:42:54,TXN10082,CUST1288,27261.13,NETWORK_ERROR,4,RETURNING,45,MEDIUM,70,HIGH,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹27,261.13 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10083,CUST1085,9150.25,TEMPORARY_BANK_ERROR,3,RETURNING,60,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹9,150.25 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10084,CUST1156,5951.36,CARD_EXPIRED,4,LOYAL,45,MEDIUM,65,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹5,951.36 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10085,CUST1282,1170.75,AUTHENTICATION_FAILURE,4,RETURNING,30,LOW,40,MEDIUM,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹1,170.75 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10086,CUST1140,3452.6,INSUFFICIENT_FUNDS,2,NEW,30,LOW,25,LOW,PAYMENT_LINK,RECOVERED,3452.6,"Hi Customer 1140, your payment of ₹3,452.60 could not be completed. You can complete your payment using the secure payment link provided.",RECORDED
2026-08-27T21:42:54,TXN10087,CUST1126,20240.62,UNKNOWN,1,LOYAL,90,HIGH,80,HIGH,REMINDER,RECOVERED,20240.62,"Hi Customer 1126, this is a reminder regarding your pending payment of ₹20,240.62. Please complete the payment at your convenience.",RECORDED
2026-08-27T21:42:54,TXN10088,CUST1100,6609.73,UNKNOWN,2,NEW,35,LOW,35,LOW,REMINDER,RECOVERED,6609.73,"Hi Customer 1100, this is a reminder regarding your pending payment of ₹6,609.73. Please complete the payment at your convenience.",RECORDED
2026-08-27T21:42:54,TXN10089,CUST1136,1971.71,AUTHENTICATION_FAILURE,4,RETURNING,15,LOW,30,LOW,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹1,971.71 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10090,CUST1016,34148.86,CARD_EXPIRED,2,RETURNING,60,MEDIUM,85,HIGH,CUSTOMER_PROMPT,RECOVERED,34148.86,"Hi Customer 1016, your payment of ₹34,148.86 needs your attention. Please verify your payment details and try again.",RECORDED
2026-08-27T21:42:54,TXN10091,CUST1284,2262.74,TEMPORARY_BANK_ERROR,1,NEW,70,HIGH,40,MEDIUM,RETRY,RECOVERED,2262.74,"Hi Customer 1284, your payment of ₹2,262.74 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10092,CUST1062,1244.06,UNKNOWN,1,RETURNING,65,MEDIUM,45,MEDIUM,REMINDER,RECOVERED,1244.06,"Hi Customer 1062, this is a reminder regarding your pending payment of ₹1,244.06. Please complete the payment at your convenience.",RECORDED
2026-08-27T21:42:54,TXN10093,CUST1284,1993.37,TEMPORARY_BANK_ERROR,3,RETURNING,35,LOW,35,LOW,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹1,993.37 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
2026-08-27T21:42:54,TXN10094,CUST1112,43462.59,NETWORK_ERROR,2,NEW,75,HIGH,80,HIGH,RETRY,RECOVERED,43462.59,"Hi Customer 1112, your payment of ₹43,462.59 could not be completed due to a temporary payment issue. Please try the payment again after a short while.",RECORDED
2026-08-27T21:42:54,TXN10095,CUST1161,920.37,UNKNOWN,4,RETURNING,25,LOW,30,LOW,STOP_AND_ESCALATE,ESCALATED,0.0,Payment recovery for ₹920.37 has been paused after multiple unsuccessful attempts. Our support team will review the case.,RECORDED
2026-08-27T21:42:54,TXN10096,CUST1254,2203.07,TEMPORARY_BANK_ERROR,3,LOYAL,75,HIGH,70,HIGH,STOP_AND_ESCALATE,ESCALATED,0.0,"Payment recovery for ₹2,203.07 has been paused after multiple unsuccessful attempts. Our support team will review the case.",RECORDED
